Date,NIKKEI
4/5/90,28249
4/6/90,29279
4/9/90,30398
4/10/90,29625
4/11/90,29440
4/12/90,29623
4/13/90,29214
4/16/90,28463
4/17/90,28462
4/18/90,29249
4/19/90,29945
4/20/90,29835
4/23/90,29679
4/24/90,29501
4/25/90,29564
4/26/90,29425
4/27/90,29585
5/1/90,29690
5/2/90,30174
5/7/90,30956
5/8/90,30971
5/9/90,30946
5/10/90,30980
5/11/90,31512
5/14/90,32043
5/15/90,31997
5/16/90,31968
5/17/90,32062
5/18/90,32014
5/21/90,31765
5/22/90,31938
5/23/90,32177
5/24/90,32312
5/25/90,32794
5/28/90,33192
5/29/90,32818
5/30/90,32926
5/31/90,33131
6/1/90,32891
6/4/90,32925
6/5/90,32922
6/6/90,32954
6/7/90,33193
6/8/90,32993
6/11/90,32540
6/12/90,32322
6/13/90,32372
6/14/90,32668
6/15/90,32538
6/18/90,32377
6/19/90,32040
6/20/90,32088
6/21/90,32087
6/22/90,31695
6/25/90,31124
6/26/90,31572
6/27/90,32313
6/28/90,32106
6/29/90,31940
7/2/90,32160
7/3/90,32415
7/4/90,32446
7/5/90,32352
7/6/90,32445
7/9/90,32538
7/10/90,32152
7/11/90,32294
7/12/90,32575
7/13/90,32644
7/16/90,33022
7/17/90,33172
7/18/90,33048
7/19/90,33056
7/20/90,32422
7/23/90,31895
7/24/90,31702
7/25/90,31701
7/26/90,31370
7/27/90,30863
7/30/90,30443
7/31/90,31036
8/1/90,30838
8/2/90,30245
8/3/90,29516
8/6/90,28600
8/7/90,27653
8/8/90,28509
8/9/90,27616
8/10/90,27330
8/13/90,26176
8/14/90,26673
8/15/90,28112
8/16/90,27549
8/17/90,26787
8/20/90,26490
8/21/90,26298
8/22/90,25211
8/23/90,23738
8/24/90,24166
8/27/90,25142
8/28/90,25711
8/29/90,24895
8/30/90,25670
8/31/90,25978
9/3/90,25420
9/4/90,24908
9/5/90,24078
9/6/90,23812
9/7/90,23962
9/10/90,25081
9/11/90,24605
9/12/90,25216
9/13/90,25075
9/14/90,24897
9/17/90,24366
9/18/90,23885
9/19/90,23726
9/20/90,23603
9/21/90,23778
9/25/90,23359
9/26/90,22251
9/27/90,21772
9/28/90,20984
10/1/90,20222
10/2/90,22898
10/3/90,22849
10/4/90,22278
10/5/90,22828
10/8/90,23630
10/9/90,23495
10/11/90,22586
10/12/90,22390
10/15/90,23109
10/16/90,23606
10/17/90,23859
10/18/90,24367
10/19/90,24481
10/22/90,25071
10/23/90,25298
10/24/90,24877
10/25/90,25353
10/26/90,25006
10/29/90,25329
10/30/90,25242
10/31/90,25194
11/1/90,24295
11/2/90,24195
11/5/90,24385
11/6/90,23966
11/7/90,23500
11/8/90,22970
11/9/90,22932
11/13/90,23974
11/14/90,23937
11/15/90,23487
11/16/90,23172
11/19/90,23518
11/20/90,23205
11/21/90,22817
11/22/90,23400
11/26/90,23763
11/27/90,23624
11/28/90,23054
11/29/90,22713
11/30/90,22455
12/3/90,22726
12/4/90,21863
12/5/90,22194
12/6/90,22553
12/7/90,23522
12/10/90,23785
12/11/90,23957
12/12/90,23999
12/13/90,24643
12/14/90,24350
12/17/90,24088
12/18/90,24424
12/19/90,24877
12/20/90,24525
12/21/90,24120
12/25/90,23768
12/26/90,23888
12/27/90,23941
12/28/90,23849
1/4/91,24069
1/7/91,23737
1/8/91,22898
1/9/91,22969
1/10/91,23047
1/11/91,23241
1/14/91,23213
1/16/91,22443
1/17/91,23447
1/18/91,23808
1/21/91,23352
1/22/91,23254
1/23/91,23050
1/24/91,23269
1/25/91,23573
1/28/91,23569
1/29/91,23460
1/30/91,23410
1/31/91,23293
2/1/91,23157
2/4/91,23287
2/5/91,23822
2/6/91,23952
2/7/91,24104
2/8/91,24296
2/12/91,24935
2/13/91,25139
2/14/91,25356
2/15/91,25344
2/18/91,26230
2/19/91,26167
2/20/91,26199
2/21/91,26024
2/22/91,25903
2/25/91,26463
2/26/91,26283
2/27/91,26094
2/28/91,26409
3/1/91,25882
3/4/91,25976
3/5/91,25913
3/6/91,26383
3/7/91,26398
3/8/91,26608
3/11/91,26669
3/12/91,26727
3/13/91,26418
3/14/91,26542
3/15/91,26843
3/18/91,27147
3/19/91,27007
3/20/91,26449
3/22/91,26613
3/25/91,26646
3/26/91,26339
3/27/91,26105
3/28/91,26207
3/29/91,26292
4/1/91,26007
4/2/91,26252
4/3/91,26780
4/4/91,26690
4/5/91,26767
4/8/91,26608
4/9/91,26317
4/10/91,26269
4/11/91,26425
4/12/91,26583
4/15/91,26696
4/16/91,26813
4/17/91,26980
4/18/91,26799
4/19/91,26542
4/22/91,26237
4/23/91,26492
4/24/91,26330
4/25/91,26039
4/26/91,26124
4/30/91,26111
5/1/91,26489
5/2/91,26478
5/7/91,26342
5/8/91,26310
5/9/91,26439
5/10/91,26274
5/13/91,26093
5/14/91,26030
5/15/91,25822
5/16/91,25520
5/17/91,25702
5/20/91,25523
5/21/91,25481
5/22/91,25399
5/23/91,25644
5/24/91,25529
5/27/91,25426
5/28/91,25391
5/29/91,25495
5/30/91,25647
5/31/91,25790
6/3/91,25913
6/4/91,25557
6/5/91,25290
6/6/91,24984
6/7/91,25035
6/10/91,24598
6/11/91,24663
6/12/91,24483
6/13/91,24808
6/14/91,25094
6/17/91,24943
6/18/91,24685
6/19/91,23997
6/20/91,24082
6/21/91,24275
6/24/91,23765
6/25/91,23907
6/26/91,23766
6/27/91,23543
6/28/91,23291
7/1/91,24109
7/2/91,23996
7/3/91,23373
7/4/91,23136
7/5/91,22898
7/8/91,22176
7/9/91,22609
7/10/91,23121
7/11/91,22938
7/12/91,23138
7/15/91,23459
7/16/91,23375
7/17/91,23061
7/18/91,22909
7/19/91,22866
7/22/91,22705
7/23/91,22759
7/24/91,23297
7/25/91,23333
7/26/91,23519
7/29/91,23444
7/30/91,23873
7/31/91,24121
8/1/91,24073
8/2/91,24028
8/5/91,23833
8/6/91,23465
8/7/91,23691
8/8/91,23482
8/9/91,23435
8/12/91,22986
8/13/91,22872
8/14/91,23393
8/15/91,23019
8/16/91,22814
8/19/91,21457
8/20/91,21687
8/21/91,22052
8/22/91,22516
8/23/91,22065
8/26/91,21592
8/27/91,21641
8/28/91,21622
8/29/91,22002
8/30/91,22336
9/2/91,22469
9/3/91,22470
9/4/91,22403
9/5/91,22500
9/6/91,22693
9/9/91,22574
9/10/91,22412
9/11/91,22505
9/12/91,22530
9/13/91,23134
9/17/91,23444
9/18/91,23318
9/19/91,23332
9/20/91,23193
9/24/91,23334
9/25/91,23577
9/26/91,23968
9/27/91,23969
9/30/91,23916
10/1/91,24377
10/2/91,24375
10/3/91,24711
10/4/91,24597
10/7/91,24331
10/8/91,24156
10/9/91,24485
10/11/91,24158
10/14/91,23861
10/15/91,24308
10/16/91,24335
10/17/91,24440
10/18/91,24895
10/21/91,25017
10/22/91,24955
10/23/91,24800
10/24/91,24949
10/25/91,24906
10/28/91,24902
10/29/91,25141
10/30/91,24981
10/31/91,25222
11/1/91,25044
11/5/91,24951
11/6/91,24750
11/7/91,24447
11/8/91,24486
11/11/91,24233
11/12/91,24668
11/13/91,24416
11/14/91,24177
11/15/91,24099
11/18/91,23400
11/19/91,23327
11/20/91,23200
11/21/91,23178
11/22/91,23117
11/25/91,22869
11/26/91,23112
11/27/91,22973
11/28/91,22780
11/29/91,22687
12/2/91,21992
12/3/91,22167
12/4/91,22669
12/5/91,22459
12/6/91,22445
12/9/91,22353
12/10/91,21953
12/11/91,21503
12/12/91,21713
12/13/91,22755
12/16/91,22837
12/17/91,22736
12/18/91,22630
12/19/91,21991
12/20/91,21777
12/24/91,21665
12/25/91,22461
12/26/91,22555
12/27/91,22437
12/30/91,22984
1/6/92,23801
1/7/92,23566
1/8/92,22715
1/9/92,23114
1/10/92,22382
1/13/92,21697
1/14/92,21775
1/16/92,21612
1/17/92,21321
1/20/92,20914
1/21/92,20858
1/22/92,21534
1/23/92,21581
1/24/92,21072
1/27/92,21007
1/28/92,21391
1/29/92,21362
1/30/92,21558
1/31/92,22023
2/3/92,22140
2/4/92,22000
2/5/92,21936
2/6/92,22105
2/7/92,22107
2/10/92,21820
2/12/92,21542
2/13/92,21391
2/14/92,20884
2/17/92,21325
2/18/92,20872
2/19/92,20618
2/20/92,20772
2/21/92,21292
2/24/92,20973
2/25/92,21026
2/26/92,21365
2/27/92,21334
2/28/92,21339
3/2/92,21488
3/3/92,21052
3/4/92,21105
3/5/92,20864
3/6/92,20993
3/9/92,20798
3/10/92,20855
3/11/92,20592
3/12/92,20562
3/13/92,20456
3/16/92,19837
3/17/92,19918
3/18/92,19764
3/19/92,20185
3/23/92,20240
3/24/92,19892
3/25/92,20227
3/26/92,19885
3/27/92,19637
3/30/92,19669
3/31/92,19346
4/1/92,18582
4/2/92,18286
4/3/92,18560
4/6/92,18436
4/7/92,17792
4/8/92,17176
4/9/92,16598
4/10/92,17851
4/13/92,17237
4/14/92,17440
4/15/92,17948
4/16/92,17960
4/17/92,17581
4/20/92,17071
4/21/92,16787
4/22/92,16839
4/23/92,17402
4/24/92,17542
4/27/92,17451
4/28/92,17527
4/30/92,17391
5/1/92,17303
5/6/92,17879
5/7/92,18411
5/8/92,18376
5/11/92,18608
5/12/92,18509
5/13/92,18769
5/14/92,18805
5/15/92,18074
5/18/92,18443
5/19/92,18754
5/20/92,18675
5/21/92,18691
5/22/92,18221
5/25/92,18555
5/26/92,18205
5/27/92,17823
5/28/92,17931
5/29/92,18348
6/1/92,18004
6/2/92,18126
6/3/92,18189
6/4/92,17964
6/5/92,17790
6/8/92,17655
6/9/92,17845
6/10/92,17743
6/11/92,17709
6/12/92,17384
6/15/92,16953
6/16/92,16954
6/17/92,16446
6/18/92,16046
6/19/92,16520
6/22/92,15921
6/23/92,16107
6/24/92,15854
6/25/92,16144
6/26/92,15813
6/29/92,15741
6/30/92,15952
7/1/92,16325
7/2/92,16758
7/3/92,16718
7/6/92,16657
7/7/92,16460
7/8/92,16600
7/9/92,16849
7/10/92,16784
7/13/92,17202
7/14/92,17065
7/15/92,17117
7/16/92,16988
7/17/92,16548
7/20/92,15884
7/21/92,16002
7/22/92,15542
7/23/92,16040
7/24/92,15498
7/27/92,15373
7/28/92,15427
7/29/92,15096
7/30/92,15556
7/31/92,15910
8/3/92,15709
8/4/92,15693
8/5/92,15984
8/6/92,15926
8/7/92,15518
8/10/92,15066
8/11/92,14823
8/12/92,14774
8/13/92,14768
8/14/92,14820
8/17/92,14930
8/18/92,14309
8/19/92,14651
8/20/92,15268
8/21/92,16217
8/24/92,16628
8/25/92,16381
8/26/92,16542
8/27/92,17555
8/28/92,17971
8/31/92,18061
9/1/92,17740
9/2/92,17588
9/3/92,18386
9/4/92,18555
9/7/92,18440
9/8/92,18282
9/9/92,18876
9/10/92,18908
9/11/92,18108
9/14/92,18471
9/16/92,17945
9/17/92,18117
9/18/92,18167
9/21/92,18066
9/22/92,18283
9/24/92,18610
9/25/92,18395
9/28/92,17973
9/29/92,17748
9/30/92,17399
10/1/92,17370
10/2/92,17324
10/5/92,17102
10/6/92,17268
10/7/92,17112
10/8/92,17336
10/9/92,17060
10/12/92,17302
10/13/92,17491
10/14/92,17344
10/15/92,17628
10/16/92,17370
